AFG;I. Corps al-Afghanestani
AFG;II. Corps al-Afghanestani
AFG;III. Corps al-Afghanestani
AFG;IV. Corps al-Afghanestani
AFG;V. Corps al-Afghanestani
AFG;VI. Corps al-Afghanestani
AFG;VII. Corps al-Afghanestani
AFG;VIII. Corps al-Afghanestani
AFG;IX. Corps al-Afghanestani
AFG;X. Corps al-Afghanestani
AFG;XI. Corps al-Afghanestani
AFG;XII. Corps al-Afghanestani
AFG;XIII. Corps al-Afghanestani
AFG;XIV. Corps al-Afghanestani
AFG;XV. Corps al-Afghanestani
AFG;XXI. Corps al-Afghanestani
AFG;XXII. Corps al-Afghanestani
AFG;XXIII. Corps al-Afghanestani
AFG;XXIV. Corps al-Afghanestani
AFG;XXV. Corps al-Afghanestani
AFG;XXX. Corps al-Afghanestani
ALB;I. Shqip Armé
ALB;II. Shqip Armé
ALB;III. Shqip Armé
ALB;IV. Shqip Armé
ALB;V. Shqip Armé
ALB;VI. Shqip Armé
ALB;VII. Shqip Armé
ALB;VIII. Shqip Armé
ALB;IX. Shqip Armé
ALB;X. Shqiperia Armé
ALB;XI. Shqip Armé
ALB;XII. Shqip Armé
ALB;XIII. Shqip Armé
ALB;XIV. Shqip Armé
ALB;XV. Shqip Armé
ALB;XVI. Shqip Armé
ALB;XVII. Shqip Armé
ALB;XVIII. Shqip Armé
ALB;XIX. Shqip Armé
ALB;XX. Shqip Armé
ALB;XXI. Shqip Armé
ALB;XXII. Shqip Armé
ALB;XXIII. Shqip Armé
ALB;XXIV. Shqip Armé
ALB;XXV. Shqip Armé
ALB;XXVI. Shqip Armé
ALB;XXVII. Shqip Armé
ALB;XXVIII. Shqip Armé
ALB;XXIX. Shqip Armé
ALB;XXX. Shqip Armé
ALG;I. Corps d'Armée Al Jaza'ir
ALG;II. Corps d'Armée Al Jaza'ir
ALG;III. Corps d'Armée Al Jaza'ir
ALG;IV. Corps d'Armée Al Jaza'ir
ALG;V. Corps d'Armée Al Jaza'ir
ALG;VI. Corps d'Armée Al Jaza'ir
ALG;VII. Corps d'Armée Al Jaza'ir
ALG;VIII. Corps d'Armée Al Jaza'ir
ALG;IX. Corps d'Armée Al Jaza'ir
ALG;X. Corps d'Armée Al Jaza'ir
ALG;XI. Corps d'Armée Al Jaza'ir
ALG;XII. Corps d'Armée Al Jaza'ir
ALG;XIII. Corps d'Armée Al Jaza'ir
ALG;XIV. Corps d'Armée Al Jaza'ir
ALG;XV. Corps d'Armée Al Jaza'ir
ALG;XVI. Corps d'Armée Al Jaza'ir
ALG;XVII. Corps d'Armée Al Jaza'ir
ALG;XVIII. Corps d'Armée Al Jaza'ir
ALG;XIX. Corps d'Armée Al Jaza'ir
ALG;XX. Corps d'Armée Al Jaza'ir
ALG;XXI. Corps d'Armée Al Jaza'ir
ALG;XXII. Corps d'Armée Al Jaza'ir
ALG;XXIII. Corps d'Armée Al Jaza'ir
ALG;XXIV. Corps d'Armée Al Jaza'ir
ALG;XXV. Corps d'Armée Al Jaza'ir
ALG;XXVI. Corps d'Armée Al Jaza'ir
ALG;XXVII. Corps d'Armée Al Jaza'ir
ALG;XXVIII. Corps d'Armée Al Jaza'ir
ALG;XXIX. Corps d'Armée Al Jaza'ir
ALG;XXX. Corps d'Armée Al Jaza'ir
ANG;1o Corpo de Angola
ANG;2o Corpo de Angola
ANG;3o Corpo de Angola
ANG;4o Corpo de Angola
ANG;5o Corpo de Angola
ANG;6o Corpo de Angola
ANG;7o Corpo de Angola
ANG;8o Corpo de Angola
ANG;10o Corpo de Angola
ANG;11o Corpo de Angola
ANG;12o Corpo de Angola
ANG;13o Corpo de Angola
ANG;14o Corpo de Angola
ANG;15o Corpo de Angola
ANG;16o Corpo de Angola
ANG;17o Corpo de Angola
ANG;18o Corpo de Angola
ANG;19o Corpo de Angola
